safegraph_place_id,visits_by_day
sg:0013bd02b3564a9187a52f8e2799233e,[18,4,6,5,2,7,6]
sg:001955fa1c994b4c8c877316a66dd986,[20,24,36,37,43,26,28]
sg:001e39c6b18645a5950b13a278b242c3,[4,7,4,1,1,6,4]
sg:0023804ee36c4056886ef54e5a0cb773,[8,3,5,1,2,1,0]
sg:00267c6356804259b6c92ba31c842f5a,[5,8,1,4,7,1,0]
